year,symbol,marketCap,NetIncomeLoss,OperatingIncomeLoss,ResearchAndDevelopmentExpense,GeneralAndAdministrativeExpense,Revenues,CostOfGoodsSold,SalesRevenueGoodsNet,SalesRevenueNet,PaymentsToAcquirePropertyPlantAndEquipment,NetCashProvidedByUsedInOperatingActivities,CommonStockValue,CashAndCashEquivalentsAtCarryingValue,operatingMargin
2016,EDIT,,-97183000.0,-97188000.0,56979000.0,46262000.0,,,,,3493000.0,,,185323000.0,-16.0562
2017,EDIT,,-120324000.0,-119933000.0,83159000.0,50502000.0,,,,,2059000.0,-9417000.0,,,-8.7364
2018,EDIT,,-109954000.0,-113727000.0,90654000.0,55010000.0,,,,,4754000.0,-45707000.0,,,-3.5610000000000004
2019,EDIT,,133746000.0,140922000.0,96898000.0,64555000.0,,,,,6167000.0,40669000.0,,,-6.8639
2020,EDIT,2039.962,,,,,,,,,,,,,
2015,EDSA,,,,,,,,,,,,,,-5.7185
2016,EDSA,,,,,,,,,,,,,,-3.8597
2017,EDSA,,,,,,,,,,,,,,-22.8855
2018,EDSA,,,,,,,,,,,,,,-23.971
2019,EDSA,,,,,,,,,,,,,,-6.893
2020,EDSA,60.92023,,,,,,,,,,,,,
2015,EGRX,,2571000.0,2560000.0,27855000.0,,,,12968000.0,66227000.0,1881000.0,-9718000.0,15000.0,79083000.0,0.0387
2016,EGRX,,81453000.0,53351000.0,30262000.0,,,34320000.0,40646000.0,189482000.0,1590000.0,53207000.0,16000.0,52820000.0,0.2816
2017,EGRX,,51943000.0,73990000.0,32607000.0,,,33714000.0,45327000.0,236707000.0,4436000.0,58919000.0,16000.0,114657000.0,0.3126
2018,EGRX,,31903000.0,36616000.0,44419000.0,,,,,,133000.0,52384000.0,17000.0,78791000.0,0.1717
2019,EGRX,,14313000.0,21815000.0,36810000.0,,,,,,777000.0,55986000.0,17000.0,109775000.0,0.1114
2020,EGRX,637.0784,,,,,,,,,,,,,
2015,EIDX,,,,,,,,,,,,,,
2016,EIDX,,,,,,,,,,,,,,
2017,EIDX,,,,,,,,,,,,,,
2018,EIDX,,-40725000.0,-37779000.0,28539000.0,9240000.0,,,,,150000.0,-33141000.0,,157147000.0,
2019,EIDX,,-37835000.0,-40451000.0,46891000.0,17751000.0,,,,,227000.0,-31648000.0,,191157000.0,-1.5155
2020,EIDX,2828.423,,,,,,,,,,,,,
2015,EIGR,,-44413000.0,-42181000.0,21959000.0,12435000.0,,,,,235000.0,,2000.0,32777000.0,
2016,EIGR,,-47087000.0,-46120000.0,33014000.0,13106000.0,,,,,58000.0,,,27756000.0,
2017,EIGR,,-42448000.0,-41520000.0,29519000.0,12001000.0,,,,,44000.0,,,32035000.0,
2018,EIGR,,-52391000.0,-51047000.0,37091000.0,13956000.0,,,,,142000.0,-42671000.0,,,
2019,EIGR,,-70252000.0,-68904000.0,51791000.0,17113000.0,,,,,475000.0,-63614000.0,,,
2020,EIGR,295.0616,,,,,,,,,,,,,
2015,ENLV,,,,,,,,,,,,,,
2016,ENLV,,,,,,,,,,,,,,
2017,ENLV,,,,,,,,,,,,,,
2018,ENLV,,,,,,,,,,,,,,
2019,ENLV,,,,,,,,,,,,,,
2020,ENLV,178.395,,,,,,,,,,,,,
2015,ENOB,,,,,,,,,,,,,,
2016,ENOB,,,,,,,,,,,,,,-49.5892
2017,ENOB,,,,,,,,,,,,,,
2018,ENOB,,-9151865.0,-8169359.0,616961.0,3641781.0,,,,,30000.0,-4338269.0,3616.0,15600865.0,
2019,ENOB,,-18016480.0,-10990032.0,2498107.0,8271540.0,,,,,716669.0,-8507341.0,4527.0,12282224.0,
2020,ENOB,156.7002,,,,,,,,,,,,,
2015,ENTA,,78992000.0,,,,,,,,2336000.0,,187000.0,21726000.0,0.7717
2016,ENTA,,21666000.0,,,,,,,,4738000.0,,190000.0,16577000.0,0.3494
2017,ENTA,,17710000.0,,,,,,,,2506000.0,,,65675000.0,0.2394
2018,ENTA,,71956000.0,,,,,,,,2981000.0,29220000.0,,63902000.0,0.4275
2019,ENTA,,46383000.0,,,,,,,,5417000.0,71418000.0,,,0.179
2020,ENTA,880.1635,,,,,,,,,,,,,
2015,ENTX,,,,,,,,,,,,,,
2016,ENTX,,,,,,,,,,,,,,
2017,ENTX,,,,,,,,,,,,,,
2018,ENTX,,,,,,,,,,,,,,-21.721999999999998
2019,ENTX,,,,,,,,,,,,,,-48.5339
2020,ENTX,19.69475,,,,,,,,,,,,,
2015,EPIX,,,,,,,,,,,,,,
2016,EPIX,,,,,,,,,,,,,,
2017,EPIX,,,,,,,,,,,,,,
2018,EPIX,,,,,,,,,,,,,,
2019,EPIX,,,,,,,,,,,,,,
2020,EPIX,245.7021,,,,,,,,,,,,,
2015,EPZM,,-132376000.0,,,,,,,,183000.0,,4000.0,208323000.0,-51.777
2016,EPZM,,-110212000.0,,,,,,,,624000.0,,6000.0,77895000.0,-13.966
2017,EPZM,,-36166000.0,-37364000.0,28933000.0,8431000.0,,,,,,,,,-13.6842
2018,EPZM,,-22945000.0,-24308000.0,21838000.0,12170000.0,,,,,,,,,-5.9035
2019,EPZM,,56402000.0,57493000.0,38257000.0,23530000.0,,,,,,,,,-7.4429
2020,EPZM,1351.691,,,,,,,,,,,,,
2015,EQ,,,,,,,,,,,,,,
2016,EQ,,,,,,,,,,,,,,
2017,EQ,,,,,,,,,,,,,,
2018,EQ,,-13250475.0,-8615587.0,4943149.0,3672438.0,,,,,34858.0,-7526250.0,,,
2019,EQ,,-25600000.0,-26727000.0,17640000.0,9087000.0,,,,,74000.0,-22949000.0,,,
2020,EQ,141.6981,,,,,,,,,,,,,
2015,ESPR,,-13122000.0,-13234000.0,,5278000.0,,,,,,,,77336000.0,
2016,ESPR,,-28956000.0,-29285000.0,,4404000.0,,,,,,,,38165000.0,
2017,ESPR,,-37891000.0,-38696000.0,,5257000.0,,,,,,,,34468000.0,
2018,ESPR,,-60039000.0,-60649000.0,,11176000.0,,,,,,,,,
2019,ESPR,,61946000.0,58964000.0,,21712000.0,,,,,,,,,-0.6275
2020,ESPR,899.0396,,,,,,,,,,,,,
2015,ETNB,,,,,,,,,,,,,,
2016,ETNB,,,,,,,,,,,,,,
2017,ETNB,,,,,,,,,,,,,,
2018,ETNB,,,,,,,,,,,,,,
2019,ETNB,,-57420000.0,-26640000.0,21346000.0,5294000.0,,,,,139000.0,-25460000.0,,93335000.0,
2020,ETNB,485.6404,,,,,,,,,,,,,
2015,ETTX,,,,,,,,,,,,,,
2016,ETTX,,,,,,,,,,,,,,
2017,ETTX,,,,,,,,,,,,,,
2018,ETTX,,-32952000.0,-38207000.0,33046000.0,10161000.0,,,,,370000.0,-35817000.0,,,-7.6414
2019,ETTX,,-43850000.0,-46936000.0,40166000.0,13770000.0,,,,,105000.0,-44743000.0,,,-6.7051
2020,ETTX,62.79153,,,,,,,,,,,,,
2015,EVGN,,,,,,,,,,,,,,-1.6401
2016,EVGN,,,,,,,,,,,,,,-3.2246
2017,EVGN,,,,,,,,,,,,,,-6.4913
2018,EVGN,,,,,,,,,,,,,,-11.4419
2019,EVGN,,,,,,,,,,,,,,-28.1089
2020,EVGN,349.1423,,,,,,,,,,,,,
2015,EVLO,,,,,,,,,,,,,,
2016,EVLO,,,,,,,,,,,,,,
2017,EVLO,,,,,,,,,,,,,,
2018,EVLO,,-56900000.0,-58103000.0,39885000.0,18218000.0,,,,,5462000.0,-47279000.0,32000.0,93101000.0,
2019,EVLO,,-85500000.0,-86357000.0,63128000.0,23229000.0,,,,,3032000.0,-71980000.0,32000.0,77833000.0,
2020,EVLO,221.9173,,,,,,,,,,,,,
2015,EXAS,,,-40420000.0,9365000.0,15864000.0,,,,,,,,41135000.0,-4.0335
2016,EXAS,,,-37710000.0,7082000.0,21498000.0,,,,,,,,48921000.0,-1.7008
2017,EXAS,,-21764000.0,-23132000.0,12675000.0,33741000.0,,,,,,,,77491000.0,-0.4448
2018,EXAS,,-53974000.0,-49316000.0,20932000.0,56432000.0,,,,,,,,160430000.0,-0.3509
2019,EXAS,,77945000.0,96108000.0,43223000.0,144414000.0,,,,,,,1477000.0,177254000.0,-0.2789
2020,EXAS,16473.36,,,,,,,,,,,,,
2015,EXEL,,-169737000.0,-121421000.0,96351000.0,,37172000.0,3895000.0,34158000.0,,447000.0,-141585000.0,228000.0,141634000.0,-3.2665
2016,EXEL,,-70222000.0,-28124000.0,95967000.0,,191454000.0,6552000.0,135375000.0,,1703000.0,206296000.0,290000.0,151686000.0,-0.2195
2017,EXEL,,154227000.0,165910000.0,112171000.0,,452477000.0,15066000.0,349008000.0,,21143000.0,165611000.0,296000.0,183164000.0,0.3589
2018,EXEL,,690070000.0,438855000.0,182257000.0,,,,,,33297000.0,415720000.0,300000.0,314775000.0,0.514
2019,EXEL,,321012000.0,369470000.0,336964000.0,,,,,,12834000.0,526956000.0,305000.0,266501000.0,0.3818
2020,EXEL,6887.517,,,,,,,,,,,,,
2015,FATE,,-29992000.0,-27782000.0,19861000.0,10352000.0,,,,2431000.0,1498000.0,,,64809000.0,-11.4282
2016,FATE,,-33462000.0,-31963000.0,26452000.0,9913000.0,,,,,457000.0,,,88609000.0,-7.261
2017,FATE,,-42952000.0,-42125000.0,34358000.0,11873000.0,,,,,1725000.0,,,,-10.2881
2018,FATE,,-66598000.0,-67092000.0,56024000.0,15808000.0,,,,,2303000.0,-38650000.0,,,-14.1544
2019,FATE,,-98149000.0,-100727000.0,87770000.0,23637000.0,,,,,7395000.0,-83175000.0,,,-9.4314
2020,FATE,4199.777,,,,,,,,,,,,,
2015,FBIO,,-48428000.0,-50531000.0,18402000.0,21584000.0,,,,863000.0,283000.0,,47000.0,98182000.0,-58.5527
2016,FBIO,,-55095000.0,-65710000.0,-35134000.0,-28229000.0,16480000.0,-790000.0,,16480000.0,6370000.0,,,,-3.992
2017,FBIO,,-66876000.0,-101208000.0,52486000.0,40487000.0,187584000.0,3658000.0,,187584000.0,2080000.0,-85430000.0,,,-5.2336
2018,FBIO,,,,,,,,,,7082000.0,-98848000.0,58000.0,65508000.0,-4.4476
2019,FBIO,,-39960000.0,-110819000.0,,,36629000.0,,,,2345000.0,-94961000.0,,,-2.521
2020,FBIO,233.219,,,,,,,,,,,,,
2015,FBRX,,,,,,,,,,,,,,-450.0784
2016,FBRX,,,,,,,,,,,,,,-645.7347
2017,FBRX,,,,,,,,,,,,,,-917.7805
2018,FBRX,,,,,,,,,,,,,,-2.5423
2019,FBRX,,,,,,,,,,,,,,-1668.6667
2020,FBRX,386.6792,,,,,,,,,,,,,
2015,FENC,,,,,,,,,,,,,,
2016,FENC,,,,,,,,,,,,,,
2017,FENC,,,,,,,,,,,,,,
2018,FENC,,,,,,,,,,,,,,
2019,FENC,,,,,,,,,,,,,,
2020,FENC,195.495,,,,,,,,,,,,,
2015,FGEN,,-85779000.0,-77625000.0,214089000.0,44364000.0,180828000.0,,,,1977000.0,,,153324000.0,-0.4293
2016,FGEN,,-61680000.0,-53654000.0,187206000.0,46025000.0,179577000.0,,,,1252000.0,,,173782000.0,-0.2732
2017,FGEN,,-126203000.0,-122609000.0,196517000.0,51760000.0,125668000.0,,,,8500000.0,,,673658000.0,-0.8953
2018,FGEN,,-86420000.0,-86693000.0,235839000.0,63812000.0,,,,,8020000.0,-76144000.0,,,-0.4071
2019,FGEN,,76970000.0,89314000.0,209265000.0,,,,,,5762000.0,78705000.0,,,-0.3481
2020,FGEN,3849.127,,,,,,,,,,,,,
2015,FIXX,,,,,,,,,,,,,,
2016,FIXX,,,,,,,,,,,,,,
2017,FIXX,,,,,,,,,,,,,,
2018,FIXX,,-57215000.0,-61564000.0,47948000.0,17300000.0,3684000.0,,,,24939000.0,-42562000.0,,38220000.0,-11.2601
2019,FIXX,,-103916000.0,-109943000.0,89398000.0,22211000.0,,,,,21833000.0,-91358000.0,,,-65.9922
2020,FIXX,507.7995,,,,,,,,,,,,,
2015,FLXN,,-46315451.0,,,,,,,,5197326.0,,21570.0,62944044.0,
2016,FLXN,,-71893959.0,-69780292.0,41313942.0,28466350.0,,,,,8439577.0,,,30915374.0,
2017,FLXN,,-137481000.0,-129681000.0,51231000.0,,,4000.0,355000.0,,2146000.0,,,127789000.0,-365.2986
2018,FLXN,,-169659000.0,-159202000.0,53079000.0,,,,,,852000.0,-160419000.0,,,-7.0681
2019,FLXN,,149773000.0,136271000.0,69559000.0,,,,,,3894000.0,148758000.0,,,-1.8678
2020,FLXN,600.4544,,,,,,,,,,,,,
2015,FMTX,,,,,,,,,,,,,,
2016,FMTX,,,,,,,,,,,,,,
2017,FMTX,,,,,,,,,,,,,,
2018,FMTX,,,,,,,,,,,,,,0.0591
2019,FMTX,,,,,,,,,,,,,,-0.4023
2020,FMTX,1990.946,,,,,,,,,,,,,
2015,FOLD,,-132118000.0,-130437000.0,,47269000.0,,,,,4817000.0,,,69485000.0,
2016,FOLD,,-200042000.0,-181890000.0,,,,833000.0,4958000.0,4958000.0,5951000.0,,,187026000.0,-39.3691
2017,FOLD,,-284002000.0,-441985000.0,,,,6236000.0,36930000.0,36930000.0,4526000.0,-215485000.0,,49060000.0,-11.9682
2018,FOLD,,-348995000.0,-328777000.0,,,,,,,6308000.0,-299955000.0,1942000.0,79749000.0,-3.6032
2019,FOLD,,356388000.0,304037000.0,,,,,,,20012000.0,250416000.0,2598000.0,142837000.0,-1.8913
2020,FOLD,4782.397,,,,,,,,,,,,,
2015,FPRX,,249647000.0,,,,,,,,2426000.0,,,149971000.0,0.7556
2016,FPRX,,-65697000.0,,,,,,,,2961000.0,,,7653000.0,-3.2326
2017,FPRX,,-150222000.0,,,,,,,,4941000.0,,,59790000.0,-3.8322
2018,FPRX,,-140447000.0,-146155000.0,156352000.0,39671000.0,,,,,11331000.0,-122514000.0,,43953000.0,-2.9308
2019,FPRX,,137202000.0,141938000.0,114063000.0,42749000.0,,,,,1776000.0,113866000.0,,55800000.0,-9.5427
2020,FPRX,204.0175,,,,,,,,,,,,,
2015,FREQ,,,,,,,,,,,,,,
2016,FREQ,,,,,,,,,,,,,,
2017,FREQ,,,,,,,,,,,,,,
2018,FREQ,,,,,,,,,,,,,,
2019,FREQ,,-18746000.0,-20675000.0,18784000.0,14838000.0,,,,,1064000.0,34215000.0,,,-0.7142
2020,FREQ,739.2004,,,,,,,,,,,,,
2015,FRLN,,,,,,,,,,,,,,
2016,FRLN,,,,,,,,,,,,,,
2017,FRLN,,,,,,,,,,,,,,
2018,FRLN,,,,,,,,,,,,,,
2019,FRLN,,,,,,,,,,,,,,
2020,FRLN,0.0,,,,,,,,,,,,,
2015,FUSN,,,,,,,,,,,,,,
2016,FUSN,,,,,,,,,,,,,,
2017,FUSN,,,,,,,,,,,,,,
2018,FUSN,,,,,,,,,,,,,,
2019,FUSN,,,,,,,,,,,,,,
2020,FUSN,515.3842,,,,,,,,,,,,,
2015,FWP,,,,,,,,,,,,,,
2016,FWP,,,,,,,,,,,,,,
2017,FWP,,,,,,,,,,,,,,0.9499
2018,FWP,,,,,,,,,,,,,,
2019,FWP,,,,,,,,,,,,,,
2020,FWP,45.19947,,,,,,,,,,,,,
2015,GALT,,-20027000.0,-20079000.0,13114000.0,6965000.0,,,,,0.0,,28000.0,25846000.0,
2016,GALT,,-21436000.0,-21481000.0,15325000.0,6156000.0,,,,,,,33000.0,15362000.0,
2017,GALT,,-16235000.0,-16247000.0,11721000.0,4526000.0,,,,,,,36000.0,3053000.0,
2018,GALT,,-13900000.0,-13602000.0,6471000.0,7131000.0,,,,,,-10179000.0,41000.0,8253000.0,
2019,GALT,,-13294000.0,-13438000.0,7467000.0,5971000.0,,,,,,-10848000.0,56000.0,47480000.0,
2020,GALT,152.3957,,,,,,,,,,,,,
2015,GBIO,,,,,,,,,,,,,,
2016,GBIO,,,,,,,,,,,,,,
2017,GBIO,,,,,,,,,,,,,,
2018,GBIO,,,,,,,,,,,,,,-1035.9444
2019,GBIO,,,,,,,,,,,,,,
2020,GBIO,1070.622,,,,,,,,,,,,,
2015,GBT,,-46360000.0,-46393000.0,36657000.0,9671000.0,,,,,993000.0,-30890000.0,,,
2016,GBT,,-82468000.0,-83127000.0,61212000.0,21915000.0,,,,,1352000.0,,37000.0,92072000.0,
2017,GBT,,-117024000.0,-119245000.0,87807000.0,31438000.0,,,,,3101000.0,,46000.0,198332000.0,
2018,GBT,,-174193000.0,-182742000.0,131307000.0,51435000.0,,,,,4824000.0,-135375000.0,,,
2019,GBT,,266766000.0,281283000.0,174556000.0,,,,,,3460000.0,194417000.0,,,-133.436
2020,GBT,3458.293,,,,,,,,,,,,,
2015,GERN,,46000.0,-559000.0,,17793000.0,36371000.0,,,,90000.0,,,21248000.0,-0.0154
2016,GERN,,-29537000.0,-30646000.0,,18761000.0,6162000.0,,,,57000.0,,,12810000.0,-4.9734
2017,GERN,,-27916000.0,-29255000.0,,19287000.0,1065000.0,,,,,-20556000.0,,16335000.0,-27.4695
2018,GERN,,-27017000.0,-31073000.0,,18707000.0,,,,,16000.0,-21009000.0,,,-27.7795
2019,GERN,,-68548000.0,-72505000.0,,20893000.0,,,,,413000.0,-43829000.0,,,-157.6196
2020,GERN,583.6779,,,,,,,,,,,,,
2015,GILD,,18108000000.0,22193000000.0,3014000000.0,,,4006000000.0,32151000000.0,32639000000.0,,20329000000.0,1000000.0,12851000000.0,0.68
2016,GILD,,13501000000.0,17633000000.0,5098000000.0,,,4261000000.0,29953000000.0,30390000000.0,,16669000000.0,1000000.0,8229000000.0,0.5802
2017,GILD,,4628000000.0,14124000000.0,3734000000.0,,,4371000000.0,25662000000.0,26107000000.0,,11898000000.0,1000000.0,7588000000.0,0.541
2018,GILD,,5455000000.0,8200000000.0,5018000000.0,,,,,,,8400000000.0,1000000.0,17940000000.0,0.3706
2019,GILD,,22000000.0,4287000000.0,9106000000.0,,,,,,,9144000000.0,,,0.191
2020,GILD,76213.91,,,,,,,,,,,,,
2015,GLMD,,,,,,,,,,,,,,
2016,GLMD,,,,,,,,,,,,,,-36.1499
2017,GLMD,,,,,,,,,,,,,,-11.3954
2018,GLMD,,,,,,,,,,,,,,-5.2576
2019,GLMD,,,,,,,,,,,,,,
2020,GLMD,70.09538,,,,,,,,,,,,,
2015,GLYC,,-12769498.0,-12784825.0,25050179.0,7805396.0,20070750.0,,,,268594.0,,,46802560.0,-0.637
2016,GLYC,,-31809838.0,-31913485.0,23281820.0,8650165.0,18500.0,,,,704202.0,,,40041641.0,-1725.0535
2017,GLYC,,-33281068.0,-33932280.0,24100092.0,9832188.0,,,,,294107.0,-29768361.0,,123924738.0,
2018,GLYC,,-48273633.0,-51504823.0,40091773.0,11413050.0,,,,,125618.0,-43331130.0,,,
2019,GLYC,,-57891911.0,-61389302.0,47029264.0,14360038.0,,,,,144928.0,-51984139.0,,,
2020,GLYC,154.1509,,,,,,,,,,,,,
2015,GMDA,,,,,,,,,,,,,,
2016,GMDA,,,,,,,,,,,,,,
2017,GMDA,,,,,,,,,,,,,,
2018,GMDA,,,,,,,,,,,,,,
2019,GMDA,,,,,,,,,,,,,,
2020,GMDA,278.0316,,,,,,,,,,,,,
2015,GNCA,,-42483000.0,-41366000.0,28049000.0,13987000.0,,,,,2784000.0,,28000.0,17259000.0,-61.7403
2016,GNCA,,-49573000.0,-48245000.0,34645000.0,15427000.0,,,,,2538000.0,,28000.0,27424000.0,-205.2979
2017,GNCA,,-56710000.0,-55255000.0,39204000.0,13433000.0,,,,,1178000.0,,29000.0,12273000.0,
2018,GNCA,,-27811000.0,-39518000.0,25209000.0,14309000.0,,,,,241000.0,,87000.0,26361000.0,
2019,GNCA,,-38950000.0,-38989000.0,26952000.0,12037000.0,,,,,1135000.0,-37734000.0,27000.0,40127000.0,
2020,GNCA,68.91834,,,,,,,,,,,,,
2015,GNPX,,,,,,,,,,,,,,
2016,GNPX,,,,,,,,,,,,,,
2017,GNPX,,-3314157.0,-3312347.0,289934.0,3019171.0,0.0,,,,5889.0,-2171594.0,,161251.0,
2018,GNPX,,-12372339.0,-12363541.0,971427.0,11386229.0,0.0,,,,22435.0,-6846534.0,,,
2019,GNPX,,-10654768.0,-10682673.0,1967007.0,8702596.0,,,,,33370.0,-6918721.0,,,
2020,GNPX,131.7717,,,,,,,,,,,,,
2015,GOSS,,,,,,,,,,,,,,
2016,GOSS,,,,,,,,,,,,,,
2017,GOSS,,,,,,,,,,,,,,
2018,GOSS,,,,,,,,,,,,,,
2019,GOSS,,-180307000.0,-186139000.0,,39136000.0,,,,,2966000.0,-144834000.0,,,
2020,GOSS,726.4336,,,,,,,,,,,,,
2015,GOVX,,-2689287.0,-2694752.0,1693102.0,1429731.0,,,,,15850.0,-2705263.0,31951.0,1060348.0,-6.295
2016,GOVX,,-3271701.0,-3273367.0,1970859.0,2131426.0,,,,,,-1946119.0,,,-3.949
2017,GOVX,,-2170162.0,-2174448.0,2017350.0,1232368.0,,,,,4350.0,-1688464.0,,,-2.0222
2018,GOVX,,-2560094.0,-2562717.0,1878652.0,1647268.0,,,,,,-1543026.0,,,-2.6606
2019,GOVX,,-2370629.0,-2372493.0,1910715.0,1637674.0,,,,,7606.0,-1398497.0,,,-2.0176
2020,GOVX,4.4767,,,,,,,,,,,,,
2015,GRTS,,,,,,,,,,,,,,
2016,GRTS,,,,,,,,,,,,,,
2017,GRTS,,,,,,,,,,,,,,
2018,GRTS,,-64775000.0,-65584000.0,54965000.0,11806000.0,,,,,5663000.0,-38162000.0,,,-55.2519
2019,GRTS,,-94433000.0,-97940000.0,82896000.0,19409000.0,,,,,16173000.0,-85011000.0,,,-22.4376
2020,GRTS,113.6247,,,,,,,,,,,,,
2015,GRTX,,,,,,,,,,,,,,
2016,GRTX,,,,,,,,,,,,,,
2017,GRTX,,,,,,,,,,,,,,
2018,GRTX,,,,,,,,,,,,,,
2019,GRTX,,-51930000.0,-50691000.0,42333000.0,8358000.0,,,,,633000.0,-46661000.0,,,
2020,GRTX,304.5569,,,,,,,,,,,,,
2015,GTH,,,,,,,,,,,,,,
2016,GTH,,,,,,,,,,,,,,
2017,GTH,,,,,,,,,,,,,,-1.5098
2018,GTH,,,,,,,,,,,,,,-1.0346
2019,GTH,,,,,,,,,,,,,,
2020,GTH,1024.433,,,,,,,,,,,,,
2015,GTHX,,,,,,,,,,,,,,-29.523000000000003
2016,GTHX,,,,,,,,,,,,,,
2017,GTHX,,-60121000.0,-60968000.0,53881000.0,7087000.0,,,,,294000.0,,,103812000.0,
2018,GTHX,,-85288000.0,-89286000.0,70683000.0,18603000.0,,,,,709000.0,-74307000.0,,369290000.0,
2019,GTHX,,35441000.0,36553000.0,,,,,,,,,,,
2020,GTHX,481.2649,,,,,,,,,,,,,
2015,HALO,,-32231000.0,-27452000.0,93236000.0,,135057000.0,29245000.0,46082000.0,,2360000.0,-37083000.0,,,-0.2033
2016,HALO,,-103023000.0,-83210000.0,150842000.0,,146691000.0,33206000.0,53392000.0,,3137000.0,-50383000.0,,,-0.5672
2017,HALO,,62971000.0,81002000.0,150643000.0,,316613000.0,31152000.0,50396000.0,,1350000.0,,,,0.2558
2018,HALO,,-80330000.0,-69330000.0,150252000.0,,151862000.0,10136000.0,28234000.0,,4663000.0,,,,-0.4565
2019,HALO,,72240000.0,67610000.0,140804000.0,,,,,,4040000.0,85423000.0,,,-0.345
2020,HALO,4261.529,,,,,,,,,,,,,
2015,HARP,,,,,,,,,,,,,,
2016,HARP,,,,,,,,,,,,,,
2017,HARP,,,,,,,,,,,,,,-23.3446
2018,HARP,,,,,,,,,,,,,,-5.8366
2019,HARP,,,,,,,,,,3516000.0,-2891000.0,,,-10.0755
2020,HARP,385.6748,,,,,,,,,,,,,
2015,HGEN,,,,,,,,,,,,,,
2016,HGEN,,,,,,,,,,,,,,
2017,HGEN,,-21987000.0,-19031000.0,11165000.0,7866000.0,,,,,,-14249000.0,,737000.0,
2018,HGEN,,-12004000.0,-11331000.0,2219000.0,9112000.0,,,,,,-6209000.0,,814000.0,
2019,HGEN,,-10294000.0,-8944000.0,2616000.0,6328000.0,,,,,,-4001000.0,,,
2020,HGEN,357.8569,,,,,,,,,,,,,
2015,HOOK,,,,,,,,,,,,,,
2016,HOOK,,,,,,,,,,,,,,
2017,HOOK,,,,,,,,,,,,,,
2018,HOOK,,,,,,,,,,,,,,-2.7762
2019,HOOK,,-43037000.0,-51085000.0,46312000.0,16715000.0,,,,,1999000.0,-41731000.0,,,-4.2778
2020,HOOK,249.6176,,,,,,,,,,,,,
2015,HRTX,,-97591000.0,,,,,,,,1086000.0,-78526000.0,,,
2016,HRTX,,-173143000.0,,,,,,,,3135000.0,-134097000.0,,,-133.6317
2017,HRTX,,-197484000.0,-194558000.0,138582000.0,25554000.0,,4588000.0,30767000.0,,2553000.0,-170300000.0,,,-6.3236
2018,HRTX,,-178840000.0,-183937000.0,140032000.0,29263000.0,,,,,9171000.0,-191805000.0,,,-2.3742
2019,HRTX,,57920000.0,59362000.0,48277000.0,9874000.0,,,,,,,,,-1.4434
2020,HRTX,1499.112,,,,,,,,,,,,,
2015,HSTO,,,,,,,,,,,,,,
2016,HSTO,,,,,,,,,,,,,,-37.334
2017,HSTO,,,,,,,,,,,,,,-0.4961
2018,HSTO,,,,,,,,,,,,,,-0.5442
2019,HSTO,,,,,,,,,,,,,,-0.5528
2020,HSTO,23.68347,,,,,,,,,,,,,
2015,HTBX,,,,,,,,,,,,,,
2016,HTBX,,,,,,,,,,,,,,-38.4244
2017,HTBX,,,,,,,,,,,,,,-8.7785
2018,HTBX,,,,,,,,,,,,,,-3.0999
2019,HTBX,,-20017568.0,-20745805.0,13013604.0,9431015.0,,,,,265188.0,-12837650.0,,,-6.8039
2020,HTBX,176.7871,,,,,,,,,,,,,
2015,IBIO,,-6625000.0,-6666000.0,3495000.0,5022000.0,,,,1851000.0,13000.0,,77000.0,9494000.0,-3.6013
2016,IBIO,,-9764000.0,-9893000.0,3156000.0,7685000.0,,,,948000.0,68000.0,,89000.0,23014000.0,-10.4357
2017,IBIO,,-14532000.0,-14274000.0,4117000.0,10551000.0,,,,394000.0,1323000.0,,89000.0,8088000.0,-36.2284
2018,IBIO,,-16105000.0,-14227000.0,3986000.0,10685000.0,444000.0,,,,934000.0,-13480000.0,16000.0,15934000.0,-32.0428
2019,IBIO,,-17593000.0,-15788000.0,5474000.0,12332000.0,2018000.0,,,,920000.0,-13975000.0,,4421000.0,-7.8236
2020,IBIO,347.9554,,,,,,,,,,,,,
2015,ICCC,,1213239.0,,,,,,,,2719189.0,2900236.0,326115.0,1573328.0,0.2075
2016,ICCC,,508448.0,,,,,,,,3586349.0,-323902.0,504484.0,5150344.0,0.0933
2017,ICCC,,-168147.0,,,,,,,,17759876.0,1175823.0,566265.0,3798811.0,-0.0233
2018,ICCC,,-2321671.0,-1446570.0,3516619.0,1738953.0,,,,,2029895.0,-373404.0,566265.0,2521050.0,-0.1317
2019,ICCC,,-1295587.0,-953908.0,3687609.0,1687907.0,,,,,1391446.0,233511.0,729901.0,6293293.0,-0.0695
2020,ICCC,41.11436,,,,,,,,,,,,,
2015,ICPT,,-226429000.0,,128193000.0,103745000.0,,,,,5935000.0,,,32742000.0,-82.37100000000001
2016,ICPT,,-412830000.0,-402538000.0,153893000.0,,24951000.0,,18169000.0,,5079000.0,,,43675000.0,-16.1331
2017,ICPT,,-360367000.0,-335612000.0,191499000.0,,130956000.0,,129175000.0,,10392000.0,-265402000.0,,70013000.0,-2.5628
2018,ICPT,,-309242000.0,-285490000.0,207301000.0,,,,,,167000.0,-240714000.0,,43248000.0,-1.5878
2019,ICPT,,344681000.0,312427000.0,242799000.0,,,,,,1136000.0,236613000.0,,,-1.2398
2020,ICPT,966.3376,,,,,,,,,,,,,
