year,symbol,marketCap,NetIncomeLoss,OperatingIncomeLoss,ResearchAndDevelopmentExpense,GeneralAndAdministrativeExpense,Revenues,CostOfGoodsSold,SalesRevenueGoodsNet,SalesRevenueNet,PaymentsToAcquirePropertyPlantAndEquipment,NetCashProvidedByUsedInOperatingActivities,CommonStockValue,CashAndCashEquivalentsAtCarryingValue,operatingMargin
2015,IDRA,,-48555000.0,-48846000.0,33699000.0,15396000.0,,,,249000.0,727000.0,,121000.0,26586000.0,-196.1687
2016,IDRA,,-38389000.0,-38757000.0,39824000.0,15132000.0,,,,16199000.0,408000.0,,,80667000.0,-2.3926
2017,IDRA,,-65984000.0,-66467000.0,50653000.0,16716000.0,,,,902000.0,206000.0,-55259000.0,,112629000.0,-73.6885
2018,IDRA,,-59881000.0,-60956000.0,41841000.0,15420000.0,,,,,75000.0,-51916000.0,,,-92.0785
2019,IDRA,,-56515000.0,-46067000.0,34853000.0,12481000.0,,,,,11000.0,-44498000.0,,,-31.8142
2020,IDRA,74.97439,,,,,,,,,,,,,
2015,IDYA,,,,,,,,,,,,,,
2016,IDYA,,,,,,,,,,,,,,
2017,IDYA,,,,,,,,,,,,,,
2018,IDYA,,,,,,,,,,,,,,
2019,IDYA,,-41975000.0,-44271000.0,34319000.0,9952000.0,,,,,1353000.0,-39313000.0,,34067000.0,
2020,IDYA,387.7201,,,,,,,,,,,,,
2015,IFRX,,,,,,,,,,,,,,
2016,IFRX,,,,,,,,,,,,,,
2017,IFRX,,,,,,,,,,,,,,
2018,IFRX,,,,,,,,,,,,,,
2019,IFRX,,,,,,,,,,,,,,
2020,IFRX,122.0934,,,,,,,,,,,,,
2015,IGMS,,,,,,,,,,,,,,
2016,IGMS,,,,,,,,,,,,,,
2017,IGMS,,,,,,,,,,,,,,
2018,IGMS,,,,,,,,,,,,,,
2019,IGMS,,-14815000.0,-15937000.0,12763000.0,3174000.0,,,,,,,,35891000.0,
2020,IGMS,1867.512,,,,,,,,,,,,,
2015,IMAB,,,,,,,,,,,,,,
2016,IMAB,,,,,,,,,,,,,,
2017,IMAB,,,,,,,,,,,,,,-24.3125
2018,IMAB,,,,,,,,,,,,,,-8.156
2019,IMAB,,,,,,,,,,,,,,-49.6002
2020,IMAB,2868.4709999999995,,,,,,,,,,,,,
2015,IMGN,,,-25087000.0,30437000.0,7261000.0,12611000.0,,,,,,,278109000.0,-0.6366
2016,IMGN,,,-40542000.0,38652000.0,9298000.0,7408000.0,,,,,,,245026000.0,-2.0831
2017,IMGN,,-13118000.0,-9836000.0,39843000.0,9048000.0,39448000.0,,,,,,,267107000.0,-0.5109
2018,IMGN,,-168843000.0,-161449000.0,174456000.0,36746000.0,,,,,5246000.0,-166422000.0,,262252000.0,-3.0208
2019,IMGN,,4814000.0,8494000.0,26055000.0,9803000.0,,,,,,,,176225000.0,-1.1204
2020,IMGN,1117.111,,,,,,,,,,,,,
2015,IMTX,,,,,,,,,,,,,,
2016,IMTX,,,,,,,,,,,,,,
2017,IMTX,,,,,,,,,,,,,,
2018,IMTX,,,,,,,,,,,,,,
2019,IMTX,,,,,,,,,,,,,,
2020,IMTX,744.1615,,,,,,,,,,,,,
2015,IMUX,,,,,,,,,,,,,,
2016,IMUX,,,,,,,,,,,,,,
2017,IMUX,,,,,,,,,,,,,,
2018,IMUX,,,,,,,,,,,,,,
2019,IMUX,,34933000.0,37032000.0,22512000.0,14520000.0,,,,,55000.0,28545000.0,1000.0,29369000.0,
2020,IMUX,339.8611,,,,,,,,,,,,,
2015,IMV,,,,,,,,,,,,,,-64.5603
2016,IMV,,,,,,,,,,,,,,-35.3536
2017,IMV,,,,,,,,,,,,,,-49.8694
2018,IMV,,,,,,,,,,,,,,-42.2588
2019,IMV,,,,,,,,,,,,,,-45.9965
2020,IMV,295.2116,,,,,,,,,,,,,
2015,IMVT,,,,,,,,,,,,,,
2016,IMVT,,,,,,,,,,,,,,
2017,IMVT,,,,,,,,,,,,,,
2018,IMVT,,,,,,,,,,,,,,
2019,IMVT,,,,,,,,,,,,,,
2020,IMVT,3626.087,,,,,,,,,,,,,
2015,INBX,,,,,,,,,,,,,,
2016,INBX,,,,,,,,,,,,,,
2017,INBX,,,,,,,,,,,,,,
2018,INBX,,,,,,,,,,,,,,
2019,INBX,,,,,,,,,,,,,,
2020,INBX,0.0,,,,,,,,,,,,,
2015,INCY,,,,,,,,,,,,,521439000.0,0.0672
2016,INCY,,,,,,,,,,,,,652343000.0,0.1311
2017,INCY,,,,,,,,,,,-92988000.0,,899509000.0,-0.1584
2018,INCY,,109493000.0,,,,,,,,,336227000.0,,,0.0687
2019,INCY,,446906000.0,,,,,,,,,710656000.0,,,0.1862
2020,INCY,19615.12,,,,,,,,,,,,,
2015,INFI,,-39190000.0,-39161000.0,38890000.0,9351000.0,,,,,,,49000.0,188170000.0,-1.1654
2016,INFI,,-22930000.0,-23233000.0,14662000.0,8571000.0,,,,,,,50000.0,74060000.0,-1.6499
2017,INFI,,-7297000.0,-8020000.0,3552000.0,4468000.0,,,,,,,51000.0,34607000.0,-6.0742
2018,INFI,,-11253000.0,-11929000.0,19758000.0,14248000.0,,,,,0.0,-4714000.0,57000.0,48616000.0,-0.5387
2019,INFI,,-47057000.0,-45664000.0,27116000.0,14289000.0,,,,,2327000.0,-41530000.0,57000.0,22260000.0,-14.9767
2020,INFI,67.77165,,,,,,,,,,,,,
2015,INMB,,,,,,,,,,,,,,
2016,INMB,,,,,,,,,,,,,,
2017,INMB,,,,,,,,,,,,,,
2018,INMB,,,,,,0.0,,,,,,,,
2019,INMB,,-7678313.0,-7756001.0,3281945.0,6016056.0,,,,,,-5384656.0,10771.0,,
2020,INMB,110.8111,,,,,,,,,,,,,
2015,INO,,-17952045.0,-14526415.0,15601891.0,4860086.0,5935562.0,,,,,,72218.0,57632693.0,-0.845
2016,INO,,,-22363296.0,23911731.0,6965517.0,8513952.0,,,,,,74062.0,19136472.0,-2.1555
2017,INO,,-21506179.0,-22887789.0,24641124.0,8033899.0,8787234.0,,,,,,90358.0,23786579.0,-1.9811
2018,INO,,,-29499164.0,26365647.0,5636141.0,,,,,,,97226.0,23693633.0,-3.0868
2019,INO,,-37662038.0,-30421053.0,22003955.0,8696586.0,,,,,,,101361.0,22196097.0,-27.021
2020,INO,1882.93,,,,,,,,,,,,,
2015,INSM,,-118183000.0,,,,,,,,3454000.0,,,282876000.0,
2016,INSM,,-176273000.0,,,,,,,,4200000.0,,,162591000.0,
2017,INSM,,-192649000.0,,,,,,,,3001000.0,-159617000.0,766000.0,381165000.0,
2018,INSM,,324277000.0,,,,,,,,13090000.0,257977000.0,773000.0,495072000.0,-31.474
2019,INSM,,254337000.0,,,,,,,,42268000.0,250649000.0,897000.0,487429000.0,-1.7238
2020,INSM,3753.781,,,,,,,,,,,,,
2015,IONS,,-88278000.0,-75762000.0,,37173000.0,283703000.0,,,,7692000.0,,120000.0,128797000.0,-0.267
2016,IONS,,-86556000.0,-46316000.0,,48616000.0,346620000.0,,,,7107000.0,,122000.0,84685000.0,-0.0648
2017,IONS,,-5970000.0,24534000.0,,,507666000.0,,,,34764000.0,174149000.0,125000.0,129630000.0,0.0454
2018,IONS,,,,,,,,,,13608000.0,602888000.0,138000.0,278820000.0,-0.1023
2019,IONS,,,,,,,,,,30905000.0,345720000.0,140000.0,683287000.0,0.3064
2020,IONS,6613.257,,,,,,,,,,,,,
2015,IOVA,,,,,,,,,,,,,,
2016,IOVA,,,,,,,,,,,,,,
2017,IOVA,,-92064000.0,-92877000.0,71615000.0,21262000.0,0.0,,,,1028000.0,-78709000.0,,,
2018,IOVA,,-123580000.0,-128258000.0,99828000.0,28430000.0,0.0,,,,1198000.0,-101249000.0,,,
2019,IOVA,,197556000.0,206872000.0,166023000.0,40849000.0,,,,,6917000.0,158889000.0,,,
2020,IOVA,5513.587,,,,,,,,,,,,,
2015,IRWD,,,-102088000.0,108746000.0,,149555000.0,,,,4049000.0,,,261287000.0,-0.6826
2016,IRWD,,,-51870000.0,139492000.0,,273957000.0,,,,4206000.0,-25433000.0,,54004000.0,-0.1893
2017,IRWD,,-116937000.0,-77385000.0,148228000.0,,298276000.0,,3061000.0,,4211000.0,-99563000.0,,125736000.0,-0.0582
2018,IRWD,,-282368000.0,-238892000.0,166503000.0,,,,,,8621000.0,-70882000.0,,,-0.4347
2019,IRWD,,21505000.0,120123000.0,115044000.0,,,,,,7189000.0,639000.0,,,0.2081
2020,IRWD,1542.189,,,,,,,,,,,,,
2015,ISEE,,,,,,,,,,,,,,-2.3984
2016,ISEE,,,,,,,,,,,,,,-3.8414
2017,ISEE,,,,,,,,,,,,,,0.5144
2018,ISEE,,,,,,,,,,,,,,
2019,ISEE,,,,,,,,,,,,,,
2020,ISEE,537.0174,,,,,,,,,,,,,
2015,ISR,,-3681051.0,-4336187.0,614771.0,2400353.0,,4439146.0,4606539.0,,133305.0,,,,-0.9413
2016,ISR,,-4710808.0,-5082003.0,528049.0,3786657.0,,4640122.0,4769276.0,,479215.0,,55010.0,10139026.0,-1.0656
2017,ISR,,-6162000.0,-6307000.0,965000.0,3918000.0,,3923000.0,4761000.0,,549000.0,,55000.0,5932000.0,-1.3247
2018,ISR,,-6700000.0,-6729000.0,1746000.0,4165000.0,5923000.0,,,,337000.0,-5712000.0,,,-1.1361
2019,ISR,,-5144000.0,-5254000.0,1474000.0,4172000.0,,,,,444000.0,-5049000.0,,,-0.7183
2020,ISR,31.9858,,,,,,,,,,,,,
2015,JNCE,,,,,,,,,,,,,,
2016,JNCE,,,,,,,,,,,,,,-0.3889
2017,JNCE,,-16443000.0,-19215000.0,67798000.0,23061000.0,,,,,15107000.0,-90738000.0,32000.0,23559000.0,-0.2682
2018,JNCE,,-27379000.0,-31294000.0,70052000.0,26443000.0,,,,,1359000.0,-63613000.0,33000.0,47906000.0,-0.48
2019,JNCE,,56823000.0,52817000.0,67135000.0,27920000.0,,,,,985000.0,-30129000.0,34000.0,53241000.0,0.3572
2020,JNCE,324.6967,,,,,,,,,,,,,
2015,KALV,,,,,,,,,,,,,,-834.931
2016,KALV,,,,,,,,,,,,,,
2017,KALV,,-18603000.0,-22339000.0,12666000.0,11177000.0,,,,,74000.0,,,30950000.0,-14.8531
2018,KALV,,-15805000.0,-18705000.0,18237000.0,8862000.0,8394000.0,,,,1427000.0,10558000.0,,51055000.0,-2.2284
2019,KALV,,-20816000.0,-29820000.0,35021000.0,10926000.0,,,,,1081000.0,-36365000.0,,32006000.0,-1.8491
2020,KALV,272.9112,-29116000.0,-40533000.0,40194000.0,13029000.0,,,,,220000.0,-44816000.0,,,-3.1941
2015,KDMN,,,,,,,,,,,,,,-3.3256
2016,KDMN,,-22230000.0,-20487000.0,8706000.0,,4277000.0,,3010000.0,,,,,36093000.0,-4.8582
2017,KDMN,,-18190000.0,-17151000.0,10499000.0,,1464000.0,,187000.0,,,,,67517000.0,-5.59
2018,KDMN,,-54252000.0,-85896000.0,48966000.0,,1396000.0,,,,864000.0,-71227000.0,,94740000.0,-61.5301
2019,KDMN,,-61368000.0,-89080000.0,56461000.0,,5095000.0,,,,515000.0,-80067000.0,,139597000.0,-17.4838
2020,KDMN,585.2888,,,,,,,,,,,,,
2015,KDNY,,,,,,,,,,,,,,
2016,KDNY,,,,,,,,,,,,,,
2017,KDNY,,,,,,,,,,,,,,
2018,KDNY,,,,,,,,,,,,,,
2019,KDNY,,,,,,,,,,,,,,
2020,KDNY,0.0,,,,,,,,,,,,,
2015,KIN,,-6420000.0,-6460000.0,4579000.0,1881000.0,,,,,,,2000.0,19992000.0,
2016,KIN,,-5809000.0,-5910000.0,3509000.0,2401000.0,,,,,,,2000.0,6687000.0,
2017,KIN,,-9730000.0,-9962000.0,5142000.0,4820000.0,,,,,,,3000.0,34813000.0,
2018,KIN,,-15441000.0,-15863000.0,7756000.0,9219000.0,,,,,,,3000.0,56302000.0,-26.0712
2019,KIN,,-15734000.0,-15498000.0,7134000.0,9578000.0,,,,,,,4000.0,15986000.0,-14.7009
2020,KIN,159.8358,,,,,,,,,,,,,
2015,KMDA,,,,,,,,,,,,,,-0.1634
2016,KMDA,,,,,,,,,,,,,,-0.0707
2017,KMDA,,,,,,,,,,,,,,0.0724
2018,KMDA,,,,,,,,,,,,,,0.1682
2019,KMDA,,,,,,,,,,,,,,0.1791
2020,KMDA,1243.386,,,,,,,,,,,,,
2015,KNSA,,,,,,,,,,,,,,
2016,KNSA,,,,,,,,,,,,,,
2017,KNSA,,,,,,,,,,,,,,
2018,KNSA,,-103227000.0,-108160000.0,86597000.0,21563000.0,,,,,5290000.0,-81012000.0,,,
2019,KNSA,,-161867000.0,-169963000.0,135001000.0,34962000.0,,,,,3203000.0,-158369000.0,,,
2020,KNSA,1273.314,,,,,,,,,,,,,
2015,KOD,,,,,,,,,,,,,,
2016,KOD,,,,,,,,,,,,,,
2017,KOD,,,,,,,,,,,,,,
2018,KOD,,-41443000.0,-26374000.0,18793000.0,7581000.0,,,,,78000.0,-29031000.0,,88254000.0,
2019,KOD,,-47365000.0,-49190000.0,37506000.0,11684000.0,,,,,437000.0,-39146000.0,,211797000.0,
2020,KOD,4320.545,,,,,,,,,,,,,
2015,KPTI,,-118181000.0,-119076000.0,97744000.0,21582000.0,,,,250000.0,1416000.0,,4000.0,58358000.0,-476.30400000000003
2016,KPTI,,-109577000.0,-110732000.0,86938000.0,23948000.0,,,,154000.0,70000.0,,,,-719.039
2017,KPTI,,-128984000.0,-130538000.0,107273000.0,24870000.0,,,,,62000.0,,,,-81.3321
2018,KPTI,,-178407000.0,-179883000.0,161372000.0,48847000.0,,,,,2363000.0,-159117000.0,,,-5.9297
2019,KPTI,,199590000.0,189275000.0,122340000.0,,,,,,206000.0,190822000.0,7000.0,128858000.0,-4.6285
2020,KPTI,1158.016,,,,,,,,,,,,,
2015,KRBP,,,,,,,,,,,,,,
2016,KRBP,,,,,,,,,,,,,,
2017,KRBP,,,,,,,,,,,,,,
2018,KRBP,,,,,,,,,,,,,,
2019,KRBP,,,,,,,,,,,,,,
2020,KRBP,0.0,,,,,,,,,,,,,
2015,KROS,,,,,,,,,,,,,,
2016,KROS,,,,,,,,,,,,,,
2017,KROS,,,,,,,,,,,,,,
2018,KROS,,,,,,,,,,,,,,-0.1691
2019,KROS,,,,,,,,,,,,,,-1.0563
2020,KROS,1087.502,,,,,,,,,,,,,
2015,KRTX,,,,,,,,,,,,,,
2016,KRTX,,,,,,,,,,,,,,
2017,KRTX,,,,,,,,,,,,,,
2018,KRTX,,,,,,,,,,,,,,
2019,KRTX,,-43957000.0,-45405000.0,24536000.0,20869000.0,,,,,115000.0,-30923000.0,,,
2020,KRTX,2149.7670000000007,,,,,,,,,,,,,
2015,KRYS,,,,,,,,,,,,,,
2016,KRYS,,,,,,,,,,,,,,
2017,KRYS,,-7920000.0,-4772000.0,3208000.0,1564000.0,,,,,210000.0,,,49591000.0,
2018,KRYS,,,,,,,,,,,,,,
2019,KRYS,,-19088000.0,-22081000.0,15616000.0,6465000.0,,,,,6399000.0,-18713000.0,,187514000.0,
2020,KRYS,946.8245,,,,,,,,,,,,,
2015,KTRA,,,,,,,,,,,,,,
2016,KTRA,,,,,,,,,,,,,,
2017,KTRA,,,,,,,,,,,,,,
2018,KTRA,,,,,,,,,,,,,,
2019,KTRA,,,,,,,,,,,,,,
2020,KTRA,0.0,-9125916.0,,3630024.0,4514520.0,,,,,,-7927516.0,,,
2015,KURA,,-22625000.0,,,,,,,,64000.0,,,15443000.0,
2016,KURA,,-27560000.0,,,,,,,,,,,9725000.0,
2017,KURA,,-35434000.0,,,,,,,,,,,11433000.0,
2018,KURA,,-60447000.0,,,,,,,,,-48655000.0,,16119000.0,
2019,KURA,,63140000.0,,47826000.0,19653000.0,,,,,,54760000.0,,,
2020,KURA,1683.99,,,,,,,,,,,,,
2015,KYMR,,,,,,,,,,,,,,
2016,KYMR,,,,,,,,,,,,,,
2017,KYMR,,,,,,,,,,,,,,
2018,KYMR,,,,,,,,,,,,,,
2019,KYMR,,,,,,,,,,,,,,
2020,KYMR,0.0,,,,,,,,,,,,,
2015,KZR,,,,,,,,,,,,,,
2016,KZR,,,,,,,,,,,,,,
2017,KZR,,,,,,,,,,,,,,
2018,KZR,,-23167000.0,-24726000.0,18136000.0,6590000.0,,,,,1120000.0,-20792000.0,,,
2019,KZR,,35087000.0,37342000.0,27363000.0,9979000.0,,,,,607000.0,29877000.0,,,
2020,KZR,266.8988,,,,,,,,,,,,,
2015,LCTX,,,,,,,,,,,,,,-9.3532
2016,LCTX,,,,,,,,,,,,,,-1.6747
2017,LCTX,,,,,,,,,,,,,,8.6744
2018,LCTX,,,,,,,,,,,,,,7.3609
2019,LCTX,,-11709000.0,-38876000.0,17948000.0,24031000.0,,,,,440000.0,-31947000.0,387062000.0,9497000.0,-11.06
2020,LCTX,188.9765,,,,,,,,,,,,,
2015,LEGN,,,,,,,,,,,,,,
2016,LEGN,,,,,,,,,,,,,,
2017,LEGN,,,,,,,,,,,,,,0.5824
2018,LEGN,,,,,,,,,,,,,,-0.1685
2019,LEGN,,,,,,,,,,,,,,-2.3943
2020,LEGN,3646.014,,,,,,,,,,,,,
2015,LGND,,257305000.0,27329000.0,13380000.0,24378000.0,71914000.0,5807000.0,27662000.0,,93000.0,41727000.0,20000.0,97428000.0,0.772
2016,LGND,,-1636000.0,43885000.0,21221000.0,26621000.0,108973000.0,5571000.0,22502000.0,,1850000.0,63001000.0,21000.0,18752000.0,0.4027
2017,LGND,,12556000.0,68076000.0,26887000.0,28653000.0,141102000.0,5366000.0,22070000.0,,2156000.0,93568000.0,21000.0,20620000.0,0.4825
2018,LGND,,143321000.0,,,,,,,,887000.0,194059000.0,,,0.6511
2019,LGND,,629302000.0,,,,,,,,2553000.0,29336000.0,,,6.7099
2020,LGND,1366.964,,,,,,,,,,,,,
2015,LIFE,,-47973000.0,-47616000.0,34504000.0,13112000.0,,,,,664000.0,,,53025000.0,
2016,LIFE,,-57855000.0,-57940000.0,42846000.0,15094000.0,,,,,600000.0,,,38388000.0,
2017,LIFE,,-48207000.0,-47145000.0,30067000.0,17078000.0,,,,,1312000.0,,,21091000.0,
2018,LIFE,,-34515000.0,-32820000.0,20385000.0,12435000.0,,,,,594000.0,-31063000.0,,22962000.0,
2019,LIFE,,-23603000.0,-22978000.0,14048000.0,9352000.0,,,,,79000.0,-20013000.0,,,-54.4502
2020,LIFE,33.12579,,,,,,,,,,,,,
2015,LIXT,,-2852108.0,-2646413.0,2091973.0,754440.0,,,,,,-2181126.0,4787.0,25281.0,-13.232000000000001
2016,LIXT,,-2134732.0,-2134915.0,1301133.0,833782.0,,,,,,-1677447.0,4787.0,,
2017,LIXT,,-1808414.0,,,,,,,,,,,1305748.0,
2018,LIXT,,-2133128.0,,,,,,,,,,,4273012.0,
2019,LIXT,,-2440343.0,,,,,,,,,,,2598864.0,
2020,LIXT,77.77314,,,,,,,,,,,,,
2015,LJPC,,-41912000.0,-41969000.0,29092000.0,13934000.0,1057000.0,,,,1816000.0,-25183000.0,2000.0,126467000.0,-39.7058
2016,LJPC,,-78200000.0,-78372000.0,62288000.0,16700000.0,616000.0,,,,2218000.0,-58672000.0,2000.0,65726000.0,-127.2273
2017,LJPC,,-114803000.0,-115427000.0,84575000.0,30852000.0,0.0,,,,9194000.0,-84881000.0,2000.0,90915000.0,
2018,LJPC,,-199469000.0,-194051000.0,117302000.0,,10056000.0,,,,2340000.0,-152368000.0,3000.0,172600000.0,-19.297
2019,LJPC,,-116508000.0,-109801000.0,85329000.0,,23054000.0,,,,698000.0,-84950000.0,3000.0,87820000.0,-4.7628
2020,LJPC,111.6374,,,,,,,,,,,,,
2015,LMNL,,,,,,,,,,,,,,-2.4330000000000003
2016,LMNL,,,,,,,,,,,,,,-6.8288
2017,LMNL,,,,,,,,,,,,,,-3.2609
2018,LMNL,,,,,,,,,,,,,,-9.4063
2019,LMNL,,,,,,,,,,,,,,-45.4723
2020,LMNL,550.8804,,,,,,,,,,,,,
2015,LOGC,,,,,,,,,,,,,,
2016,LOGC,,,,,,,,,,,,,,
2017,LOGC,,-15664.0,,,15664.0,,,,,,-13411.0,13.0,,
2018,LOGC,,-17621000.0,-17943000.0,11079000.0,6864000.0,,,,,614000.0,-15267000.0,3000.0,80906000.0,
2019,LOGC,,-40128000.0,-41041000.0,30656000.0,10385000.0,,,,,1415000.0,-38750000.0,,33107000.0,
2020,LOGC,179.0016,,,,,,,,,,,,,
2015,LPTX,,,,,,,,,,,,,,
2016,LPTX,,,,,,,,,,,,,,
2017,LPTX,,-29727000.0,-32352000.0,22503000.0,9849000.0,,,,,64000.0,-22137000.0,,,
2018,LPTX,,-23138000.0,-30751000.0,21830000.0,8921000.0,,,,,,-26033000.0,,,
2019,LPTX,,,-33451000.0,24366000.0,9085000.0,,,,,100000.0,-26902000.0,,,
2020,LPTX,128.8607,,,,,,,,,,,,,
2015,LRMR,,,,,,,,,,,,,,
2016,LRMR,,,,,,,,,,,,,,
2017,LRMR,,,,,,,,,,,,,,
2018,LRMR,,,,,,,,,,,,,,
2019,LRMR,,,,,,,,,,,,,,
2020,LRMR,286.8539,,,,,,,,,,,,,
2015,LTRN,,,,,,,,,,,,,,
2016,LTRN,,,,,,,,,,,,,,
2017,LTRN,,,,,,,,,,,,,,
2018,LTRN,,,,,,,,,,,,,,
2019,LTRN,,,,,,,,,,,,,,
2020,LTRN,108.8076,,,,,,,,,,,,,
2015,LUMO,,,,,,,,,,,,,,-0.4905
2016,LUMO,,,,,,,,,,,,,,-2.5374
2017,LUMO,,,,,,,,,,,,,,-2.5384
2018,LUMO,,,,,,,,,,,,,,-5.0055
2019,LUMO,,,,,,,,,,,,,,-48.2201
2020,LUMO,119.4104,,,,,,,,,,,,,
2015,LXRX,,,,,,,,,,910000.0,184776000.0,104000.0,202989000.0,0.0113
2016,LXRX,,,,,,,,,,231000.0,-175628000.0,105000.0,46600000.0,-1.6046
2017,LXRX,,,,,,,,,,228000.0,-185394000.0,106000.0,61661000.0,-1.4246
2018,LXRX,,,,,,,,,,95000.0,-148607000.0,106000.0,80386000.0,-1.6339
2019,LXRX,,,,,,,,,,70000.0,113807000.0,106000.0,36112000.0,0.4392
2020,LXRX,142.4508,,,,,,,,,,,,,
2015,MACK,,,,,,,,,,,,,,
2016,MACK,,-151740000.0,-110141000.0,160917000.0,,144273000.0,,53064000.0,,3155000.0,,,21524000.0,
2017,MACK,,472028000.0,-95766000.0,67314000.0,28452000.0,,,,,915000.0,-145935000.0,,93441000.0,
2018,MACK,,-40506000.0,-65575000.0,49974000.0,15601000.0,,,,,118000.0,-65588000.0,,,
2019,MACK,,-17332000.0,-22359000.0,11100000.0,16169000.0,,,,,,-31368000.0,,,
2020,MACK,51.51394000000001,,,,,,,,,,,,,
2015,MBIO,,,,,,,,,,,,,,
2016,MBIO,,,,,,,,,,,,,,
2017,MBIO,,,,,,,,,,,,,,
2018,MBIO,,-30662000.0,-31223000.0,,6759000.0,,,,,6870000.0,-19244000.0,3000.0,,
2019,MBIO,,-46389000.0,-45885000.0,,9570000.0,,,,,2345000.0,-33581000.0,,,
2020,MBIO,166.8924,,,,,,,,,,,,,
2015,MBRX,,,,,,,,,,,,,,
2016,MBRX,,-3926361.0,-3883147.0,1495561.0,2381424.0,,,,0.0,21470.0,,12165.0,5007216.0,
2017,MBRX,,-9805000.0,-8653000.0,4545000.0,4090000.0,,,,0.0,28000.0,-7324000.0,21000.0,7714000.0,
2018,MBRX,,,,,,,,,,,,,,
2019,MBRX,,,,,,,,,,,,,,
2020,MBRX,47.12974000000001,,,,,,,,,,,,,
2015,MCRB,,-54780000.0,-54856000.0,38095000.0,16761000.0,0.0,,,,4362000.0,,,73933000.0,
2016,MCRB,,-91579000.0,-92839000.0,81989000.0,32616000.0,21766000.0,,,,21492000.0,,,54539000.0,-4.2653
2017,MCRB,,-89380000.0,-91395000.0,89455000.0,34040000.0,32100000.0,,,,4676000.0,,,36088000.0,-2.8472
2018,MCRB,,-98942000.0,-100284000.0,95955000.0,32596000.0,28267000.0,,,,1937000.0,-62854000.0,,,-3.5477
2019,MCRB,,-70279000.0,-71876000.0,80141000.0,24748000.0,34505000.0,,,,1002000.0,-76520000.0,,,-2.0831
2020,MCRB,2645.1220000000008,,,,,,,,,,,,,
2015,MDGL,,,,,,,,,,,,,,
2016,MDGL,,,-25223641.0,,9290158.0,,,,,3080.0,,,19144983.0,
2017,MDGL,,,-32062000.0,,7672000.0,,,,,125000.0,-22317000.0,,148627000.0,
2018,MDGL,,-11475000.0,-14454000.0,,5583000.0,,,,,,,,,
2019,MDGL,,27740000.0,29954000.0,,5044000.0,,,,,,,2000.0,46697000.0,
2020,MDGL,2022.24,,,,,,,,,,,,,
2015,MDXG,,29446000.0,24364000.0,8413000.0,,,20202000.0,187296000.0,,,18807000.0,109000.0,28486000.0,0.1301
2016,MDXG,,11974000.0,18446000.0,12038000.0,,,32407000.0,245015000.0,,,25828000.0,110000.0,34391000.0,0.004
2017,MDXG,,,,,,,,,,,,,,0.1407
2018,MDXG,,29979000.0,3924000.0,15765000.0,,,,,,,35796000.0,113000.0,,-0.0109
2019,MDXG,,,,,,,,,,,,,,-0.0707
2020,MDXG,650.6675,,,,,,,,,,,,,
2015,MEIP,,-32694000.0,-32771000.0,23823000.0,8948000.0,,,,,15000.0,,0.0,18722000.0,
2016,MEIP,,-20862000.0,-21004000.0,13403000.0,7601000.0,,,,,4000.0,,0.0,10837000.0,
2017,MEIP,,2670000.0,2384000.0,7237000.0,8628000.0,23249000.0,,,,51000.0,,0.0,8458000.0,0.1025
2018,MEIP,,-40068000.0,-28586000.0,17038000.0,9787000.0,1622000.0,,,,,-21302000.0,0.0,13309000.0,-17.6239
2019,MEIP,,-16819000.0,-46245000.0,32300000.0,14597000.0,4915000.0,,,,217000.0,-29423000.0,,9590000.0,-9.408999999999999
2020,MEIP,320.6877,-46016000.0,-24540000.0,34065000.0,16717000.0,28913000.0,,,,894000.0,34258000.0,,12331000.0,
2015,MGEN,,,,,,,,,,,,,,-4.4078
2016,MGEN,,-12674000.0,-12508000.0,888000.0,7906000.0,,,,3337000.0,3000.0,-7231000.0,,,-4.8855
2017,MGEN,,-26512000.0,,,,,,,,246000.0,-28167000.0,226000.0,47441000.0,-6.627999999999999
2018,MGEN,,-32703000.0,,,,,,,,445000.0,-26844000.0,308000.0,32606000.0,-3.9451
2019,MGEN,,-41873000.0,,,,,,,,84000.0,-36056000.0,349000.0,,-9.4102
2020,MGEN,27.73898,,,,,,,,,,,,,
2015,MGNX,,-20140000.0,-20182000.0,98271000.0,22765000.0,100854000.0,,,,9197000.0,,343000.0,196172000.0,-0.2001
2016,MGNX,,-58528000.0,-60042000.0,122091000.0,29831000.0,91880000.0,,,,11381000.0,,349000.0,84098000.0,-0.6535
2017,MGNX,,-19626000.0,-22143000.0,147232000.0,32653000.0,157742000.0,,,,29403000.0,,369000.0,211727000.0,-0.1404
2018,MGNX,,171453000.0,171206000.0,190827000.0,40500000.0,60121000.0,,,,24954000.0,,424000.0,220128000.0,-2.8477
2019,MGNX,,151811000.0,177185000.0,195309000.0,46064000.0,64188000.0,,,,4289000.0,134270000.0,490000.0,126472000.0,-2.7604
2020,MGNX,1195.448,,,,,,,,,,,,,
2015,MGTA,,,,,,,,,,,,,,
2016,MGTA,,,,,,,,,,,,,,
2017,MGTA,,,,,,,,,,,,,,
2018,MGTA,,-57515000.0,-59963000.0,41340000.0,18623000.0,0.0,,,,7672000.0,-41886000.0,33000.0,58345000.0,
2019,MGTA,,-76769000.0,-82969000.0,59208000.0,23761000.0,0.0,,,,3060000.0,-57103000.0,39000.0,65071000.0,
2020,MGTA,340.1817,,,,,,,,,,,,,
2015,MGTX,,,,,,,,,,,,,,
